lemma,lemma_normalized,pos,gloss,example,example_english,source_url,source_name,flags
mapiguson,mapiguson,adjective,harsh,,,https://en.wiktionary.org/wiki/mapiguson,wiktionary,
mapinatopatoon,mapinatopatoon,adjective,"creative, imaginative, inventive",,,https://en.wiktionary.org/wiki/mapinatopatoon,wiktionary,
mapinatuboon,mapinatuboon,adjective,"(of soil) good, fertile, productive",,,https://en.wiktionary.org/wiki/mapinatuboon,wiktionary,
marabo,marabo,adjective,"tasty, savoury Antonym: maganás",,,https://en.wiktionary.org/wiki/marabo,wiktionary,
maramig,maramig,adjective,cold,,,https://en.wiktionary.org/wiki/maramig,wiktionary,
mataas,mataas,adjective,"high, tall",,,https://en.wiktionary.org/wiki/mataas,wiktionary,
matahum,matahum,adjective,"beautiful, seemly, pretty",,,https://en.wiktionary.org/wiki/matahum,wiktionary,
matalaw,matalaw,adjective,cowardly,,,https://en.wiktionary.org/wiki/matalaw,wiktionary,
matam-is,matam-is,adjective,sweet,,,https://en.wiktionary.org/wiki/matam-is,wiktionary,
matataas,matataas,adjective,"high, exalted",,,https://en.wiktionary.org/wiki/matataas,wiktionary,
mauswagon,mauswagon,adjective,progressive; advanced usa ka mauswagong lungsoda progressive town,,,https://en.wiktionary.org/wiki/mauswagon,wiktionary,
Negrense,negrense,adjective,A native or inhabitant of the Philippine island of Negros,,,https://en.wiktionary.org/wiki/Negrense,wiktionary,
Passinhon,passinhon,adjective,resident or inhabitant of Passi,,,https://en.wiktionary.org/wiki/Passinhon,wiktionary,
patay,patay,adjective,to kill,,,https://en.wiktionary.org/wiki/patay,wiktionary,
pigaw,pigaw,adjective,"frail, weak",,,https://en.wiktionary.org/wiki/pigaw,wiktionary,
pobre,pobre,adjective,poor; impoverished,,,https://en.wiktionary.org/wiki/pobre,wiktionary,
Pototanon,pototanon,adjective,resident or inhabitant of Pototan,,,https://en.wiktionary.org/wiki/Pototanon,wiktionary,
pulut,pulut,adjective,nominative plural of pulu,,,https://en.wiktionary.org/wiki/pulut,wiktionary,
rami,rami,adjective,plural of ramus,,,https://en.wiktionary.org/wiki/rami,wiktionary,
ramig,ramig,adjective,cold,,,https://en.wiktionary.org/wiki/ramig,wiktionary,
sagahay,sagahay,adjective,overflowing,,,https://en.wiktionary.org/wiki/sagahay,wiktionary,
Sagaynon,sagaynon,adjective,resident or inhabitant of Sagay,,,https://en.wiktionary.org/wiki/Sagaynon,wiktionary,
sagupra,sagupra,adjective,rough,,,https://en.wiktionary.org/wiki/sagupra,wiktionary,
salamwanan,salamwanan,adjective,choosy,,,https://en.wiktionary.org/wiki/salamwanan,wiktionary,
samad,samad,adjective,cut,,,https://en.wiktionary.org/wiki/samad,wiktionary,
saramaylo,saramaylo,adjective,confused,,,https://en.wiktionary.org/wiki/saramaylo,wiktionary,
sidlangan,sidlangan,adjective,east,,,https://en.wiktionary.org/wiki/sidlangan,wiktionary,
sip-onon,sip-onon,adjective,sniveler; sniffler,,,https://en.wiktionary.org/wiki/sip-onon,wiktionary,
sulud,sulud,adjective,nominative plural of sulg,,,https://en.wiktionary.org/wiki/sulud,wiktionary,
tahum,tahum,adjective,"beauty, prettiness, attractiveness",,,https://en.wiktionary.org/wiki/tahum,wiktionary,
tanan,tanan,adjective,"everyone, everything, everybody",,,https://en.wiktionary.org/wiki/tanan,wiktionary,
tanang,tanang,adjective,"overripe, rotten",,,https://en.wiktionary.org/wiki/tanang,wiktionary,
tanhaga,tanhaga,adjective,"extraordinary, marvelous, wonderful",,,https://en.wiktionary.org/wiki/tanhaga,wiktionary,
tarasak,tarasak,adjective,thoughtless; careless,,,https://en.wiktionary.org/wiki/tarasak,wiktionary,
tayoyon,tayoyon,adjective,"continuous, steady, without pause",,,https://en.wiktionary.org/wiki/tayoyon,wiktionary,
tayuyon,tayuyon,adjective,alternative spelling of tayóyon,,,https://en.wiktionary.org/wiki/tayuyon,wiktionary,
tibunog,tibunog,adjective,"fat, plump, stout",,,https://en.wiktionary.org/wiki/tibunog,wiktionary,
tiilan,tiilan,adjective,the lower part of,,,https://en.wiktionary.org/wiki/tiilan,wiktionary,
tilinguhaon,tilinguhaon,adjective,worthwhile,,,https://en.wiktionary.org/wiki/tilinguhaon,wiktionary,
timbolog,timbolog,adjective,"round, spherical",,,https://en.wiktionary.org/wiki/timbolog,wiktionary,
tipolon,tipolon,adjective,accusative singular of tipolo,,,https://en.wiktionary.org/wiki/tipolon,wiktionary,
torpe,torpe,adjective,"dull, silly, slow",,,https://en.wiktionary.org/wiki/torpe,wiktionary,
tuig-tuig,tuig-tuig,adjective,"yearly, annual: happening once a year",,,https://en.wiktionary.org/wiki/tuig-tuig,wiktionary,
tuô,tuô,adjective,right (as in a direction),,,https://en.wiktionary.org/wiki/tu%C3%B4,wiktionary,
utud,utud,adjective,something cut off or broken off,,,https://en.wiktionary.org/wiki/utud,wiktionary,
waay,waay,adjective,without,,,https://en.wiktionary.org/wiki/waay,wiktionary,
wala,wala,adjective,Alternative spelling of wallah.,,,https://en.wiktionary.org/wiki/wala,wiktionary,
amat-amat,amat-amat,adjective,gradually; slowly,,,https://en.wiktionary.org/wiki/amat-amat,wiktionary,
asunto,asunto,adjective,"home, residence; unit, housing unit, dwelling unit; dwelling, domicile, habitation (any place for living, especially one constructed for that purpose)",,,https://en.wiktionary.org/wiki/asunto,wiktionary,
basi,basi,adjective,stale,,,https://en.wiktionary.org/wiki/basi,wiktionary,
bisan,bisan,adjective,although; though; even though; even if,,,https://en.wiktionary.org/wiki/bisan,wiktionary,
buas,buas,adjective,tomorrow,,,https://en.wiktionary.org/wiki/buas,wiktionary,
busa,busa,adjective,"consequently; hence; as a result; therefore, for this reason; ergo",,,https://en.wiktionary.org/wiki/busa,wiktionary,
dali,dali,adjective,"A timber tree (genus Myristica) of Guiana, whose wood is used for staves etc.",,,https://en.wiktionary.org/wiki/dali,wiktionary,
diin,diin,adjective,your (singular),,,https://en.wiktionary.org/wiki/diin,wiktionary,
dira,dira,adjective,"The Arabian cubit, whose value varied by place, time, and item from about 25–75 cm (10 in–2 ft 5½ in).",,,https://en.wiktionary.org/wiki/dira,wiktionary,
dungan,dungan,adjective,simultaneous; coinciding,,,https://en.wiktionary.org/wiki/dungan,wiktionary,
gihapon,gihapon,adjective,"always, as, always, usually",,,https://en.wiktionary.org/wiki/gihapon,wiktionary,
gilayon,gilayon,adjective,again,,,https://en.wiktionary.org/wiki/gilayon,wiktionary,
indi,indi,adjective,now Nə vaxt gedək yanına? İndi yoxsa sonra?When shall we go visit him/her? Now or later?,,,https://en.wiktionary.org/wiki/indi,wiktionary,
karon,karon,adjective,now Antonym: unya,,,https://en.wiktionary.org/wiki/karon,wiktionary,
ngaa,ngaa,adjective,cloud,,,https://en.wiktionary.org/wiki/ngaa,wiktionary,
subong,subong,adjective,now,,,https://en.wiktionary.org/wiki/subong,wiktionary,
upod,upod,adjective,"too, also, as well as",,,https://en.wiktionary.org/wiki/upod,wiktionary,
apang,apang,adjective,but,,,https://en.wiktionary.org/wiki/apang,wiktionary,
buot,buot,adjective,to rub,,,https://en.wiktionary.org/wiki/buot,wiktionary,
a-a,a-a,determiner,Alternative form of aa.,,,https://en.wiktionary.org/wiki/a-a,wiktionary,
aba-a,aba-a,determiner,oh,,,https://en.wiktionary.org/wiki/aba-a,wiktionary,
abaa,abaa,determiner,"(archaic, British slang) Contemptible; vile; silly.",,,https://en.wiktionary.org/wiki/abaa,wiktionary,
abao,abao,determiner,(Biscayan) honeycomb,,,https://en.wiktionary.org/wiki/abao,wiktionary,
adios,adios,determiner,(in Spanish contexts) goodbye,,,https://en.wiktionary.org/wiki/adios,wiktionary,
ahay,ahay,determiner,"an expression of anger, annoyance, disbelief, and/or displeasure, sometimes equivalent to the English come on and oh man",,,https://en.wiktionary.org/wiki/ahay,wiktionary,
hinugay,hinugay,determiner,stop,,,https://en.wiktionary.org/wiki/hinugay,wiktionary,
indi,indi,determiner,now Nə vaxt gedək yanına? İndi yoxsa sonra?When shall we go visit him/her? Now or later?,,,https://en.wiktionary.org/wiki/indi,wiktionary,
itot,itot,determiner,to have sexual intercourse with someone,,,https://en.wiktionary.org/wiki/itot,wiktionary,
maayong aga,maayong aga,determiner,good morning!,,,https://en.wiktionary.org/wiki/maayong_aga,wiktionary,
maayong hapon,maayong hapon,determiner,good afternoon! (from 1PM to 5:59PM),,,https://en.wiktionary.org/wiki/maayong_hapon,wiktionary,
paalam,paalam,determiner,causative of álam,,,https://en.wiktionary.org/wiki/paalam,wiktionary,
salamat gid,salamat gid,determiner,thank you very much!,,,https://en.wiktionary.org/wiki/salamat_gid,wiktionary,
uy,uy,determiner,expression of surprise,,,https://en.wiktionary.org/wiki/uy,wiktionary,
yawa,yawa,determiner,(theology) devil,,,https://en.wiktionary.org/wiki/yawa,wiktionary,
alaypan hayop,alaypan hayop,phrase,zoo,,,https://en.wiktionary.org/wiki/alaypan_hayop,wiktionary,
Amay Namon,amay namon,phrase,(Christianity) Lord's Prayer,,,https://en.wiktionary.org/wiki/Amay_Namon,wiktionary,
amba sang pispis,amba sang pispis,phrase,warbler,,,https://en.wiktionary.org/wiki/amba_sang_pispis,wiktionary,
anak nga babae,anak nga babae,phrase,daughter,,,https://en.wiktionary.org/wiki/anak_nga_babae,wiktionary,
apo nga babae,apo nga babae,phrase,granddaughter,,,https://en.wiktionary.org/wiki/apo_nga_babae,wiktionary,
apo nga lalaki,apo nga lalaki,phrase,grandson,,,https://en.wiktionary.org/wiki/apo_nga_lalaki,wiktionary,
asawa sang hari,asawa sang hari,phrase,queen,,,https://en.wiktionary.org/wiki/asawa_sang_hari,wiktionary,
asugi nga buhi,asugi nga buhi,phrase,quicksilver,,,https://en.wiktionary.org/wiki/asugi_nga_buhi,wiktionary,
atrasado sa pagbayad,atrasado sa pagbayad,phrase,delinquent,,,https://en.wiktionary.org/wiki/atrasado_sa_pagbayad,wiktionary,
Bag-ong Tuig,bag-ong tuig,phrase,New Year's Day,,,https://en.wiktionary.org/wiki/Bag-ong_Tuig,wiktionary,
balahibo sang hayop,balahibo sang hayop,phrase,"fur, sable",,,https://en.wiktionary.org/wiki/balahibo_sang_hayop,wiktionary,
balayan sang sinulatan ukon dinalan,balayan sang sinulatan ukon dinalan,phrase,syntax,,,https://en.wiktionary.org/wiki/balayan_sang_sinulatan_ukon_dinalan,wiktionary,
banas sa higad sang suba,banas sa higad sang suba,phrase,riverside Nagaistar ako banas sa higad sang suba.I live by the riverside.,,,https://en.wiktionary.org/wiki/banas_sa_higad_sang_suba,wiktionary,
bangud sa,bangud sa,phrase,concerning,,,https://en.wiktionary.org/wiki/bangud_sa,wiktionary,
baston ni San Hose,baston ni san hose,phrase,hollyhock,,,https://en.wiktionary.org/wiki/baston_ni_San_Hose,wiktionary,
batok sa kasugoan,batok sa kasugoan,phrase,"unconstitutional, unlawful",,,https://en.wiktionary.org/wiki/batok_sa_kasugoan,wiktionary,
bawod sang mga tudlo,bawod sang mga tudlo,phrase,"wave (literally, bent fingers)",,,https://en.wiktionary.org/wiki/bawod_sang_mga_tudlo,wiktionary,
belada sa eskwelahan,belada sa eskwelahan,phrase,commencement,,,https://en.wiktionary.org/wiki/belada_sa_eskwelahan,wiktionary,
bisan diin,bisan diin,phrase,"everywhere, somewhere, wherever",,,https://en.wiktionary.org/wiki/bisan_diin,wiktionary,
bisan sin-o,bisan sin-o,phrase,"anybody, whoever",,,https://en.wiktionary.org/wiki/bisan_sin-o,wiktionary,
bunayag makig-atubang,bunayag makig-atubang,phrase,genial,,,https://en.wiktionary.org/wiki/bunayag_makig-atubang,wiktionary,
bunayag sing kabubut-on,bunayag sing kabubut-on,phrase,cordial,,,https://en.wiktionary.org/wiki/bunayag_sing_kabubut-on,wiktionary,
dagway nga makahuhuya,dagway nga makahuhuya,phrase,shabby,,,https://en.wiktionary.org/wiki/dagway_nga_makahuhuya,wiktionary,
daku kaayo,daku kaayo,phrase,very big,,,https://en.wiktionary.org/wiki/daku_kaayo,wiktionary,
de la Cruz,de la cruz,phrase,a common surname from Spanish of religious origin,,,https://en.wiktionary.org/wiki/de_la_Cruz,wiktionary,
de la Torre,de la torre,phrase,"a surname from Spanish, equivalent to Spanish de la Torre, more widely spelled as dela Torre. Generally concentrated in Negros Occidental",,,https://en.wiktionary.org/wiki/de_la_Torre,wiktionary,
de los Reyes,de los reyes,phrase,"a surname from Spanish of religious origin, largely displaced by the spelling delos Reyes",,,https://en.wiktionary.org/wiki/de_los_Reyes,wiktionary,
dela Cruz,dela cruz,phrase,a common Christian surname from Spanish,,,https://en.wiktionary.org/wiki/dela_Cruz,wiktionary,
dela Torre,dela torre,phrase,a surname from Spanish,,,https://en.wiktionary.org/wiki/dela_Torre,wiktionary,
dunang manggad,dunang manggad,phrase,natural resources,,,https://en.wiktionary.org/wiki/dunang_manggad,wiktionary,
dutang panublion,dutang panublion,phrase,patrimony,,,https://en.wiktionary.org/wiki/dutang_panublion,wiktionary,
Espiritu Santo,espiritu santo,phrase,The largest island of Vanuatu.,,,https://en.wiktionary.org/wiki/Espiritu_Santo,wiktionary,
isa pa,isa pa,phrase,"likewise, plus",,,https://en.wiktionary.org/wiki/isa_pa,wiktionary,
maayong aga,maayong aga,phrase,good morning!,,,https://en.wiktionary.org/wiki/maayong_aga,wiktionary,
maayong gab-i,maayong gab-i,phrase,good evening; good night,,,https://en.wiktionary.org/wiki/maayong_gab-i,wiktionary,
maayong hapon,maayong hapon,phrase,good afternoon! (from 1PM to 5:59PM),,,https://en.wiktionary.org/wiki/maayong_hapon,wiktionary,
maghatag sing kinahanglan,maghatag sing kinahanglan,phrase,supply,,,https://en.wiktionary.org/wiki/maghatag_sing_kinahanglan,wiktionary,
napulo'g anum,napulo'g anum,phrase,sixteen,,,https://en.wiktionary.org/wiki/napulo%27g_anum,wiktionary,
napulo'g apat,napulo'g apat,phrase,fourteen,,,https://en.wiktionary.org/wiki/napulo%27g_apat,wiktionary,
napulo'g duha,napulo'g duha,phrase,"Deprecated, pre-2014 spelling of napulog duha.",,,https://en.wiktionary.org/wiki/napulo%27g_duha,wiktionary,
napulo'g isa,napulo'g isa,phrase,eleven,,,https://en.wiktionary.org/wiki/napulo%27g_isa,wiktionary,
napulo'g lima,napulo'g lima,phrase,"Deprecated, pre-2014 spelling of napulog lima.",,,https://en.wiktionary.org/wiki/napulo%27g_lima,wiktionary,
napulo'g pito,napulo'g pito,phrase,"Deprecated, pre-2014 spelling of napulog pito.",,,https://en.wiktionary.org/wiki/napulo%27g_pito,wiktionary,
napulo'g siyam,napulo'g siyam,phrase,"Deprecated, pre-2014 spelling of napulog siyam.",,,https://en.wiktionary.org/wiki/napulo%27g_siyam,wiktionary,
napulo'g tatlo,napulo'g tatlo,phrase,thirteen,,,https://en.wiktionary.org/wiki/napulo%27g_tatlo,wiktionary,
napulo'g walo,napulo'g walo,phrase,"Deprecated, pre-2014 spelling of napulog walo.",,,https://en.wiktionary.org/wiki/napulo%27g_walo,wiktionary,
palangga ta ka,palangga ta ka,phrase,I love you,,,https://en.wiktionary.org/wiki/palangga_ta_ka,wiktionary,
salamat gid,salamat gid,phrase,thank you very much!,,,https://en.wiktionary.org/wiki/salamat_gid,wiktionary,
Sofronio Española,sofronio española,phrase,"A municipality of Palawan, Philippines. Meronyms: Abo-abo, Iraray, Isumbo, Labog, Panitian, Pulot Center, Pulot Interior, Pulot Shore, Punang — barangays of Sofronio Española Coordinate terms: Aborlan, Agutaya, Araceli, Balabac, Bataraza, Brooke's Point, Busuanga, Cagayancillo, Coron, Culion, Cuyo, Dumaran, El Nido, Kalayaan, Linapacan, Magsaysay, Narra, Quezon, Rizal, Roxas, San Vicente, Sofronio Española, Taytay — cities and municipalities of Palawan",,,https://en.wiktionary.org/wiki/Sofronio_Espa%C3%B1ola,wiktionary,
tudlo sang dalaga,tudlo sang dalaga,phrase,a type of banana,,,https://en.wiktionary.org/wiki/tudlo_sang_dalaga,wiktionary,
abad,abad,noun,"well-furnished, well-equipped, well-organized, comfortable",,,https://en.wiktionary.org/wiki/abad,wiktionary,
abadesa,abadesa,noun,abbess,,,https://en.wiktionary.org/wiki/abadesa,wiktionary,
abadia,abadia,noun,abbey,,,https://en.wiktionary.org/wiki/abadia,wiktionary,
abaga,abaga,noun,(anatomy) shoulder,,,https://en.wiktionary.org/wiki/abaga,wiktionary,
abaka,abaka,noun,Alternative spelling of abaca.,,,https://en.wiktionary.org/wiki/abaka,wiktionary,
abakahan,abakahan,noun,someone or something abundant in abaca plants,,,https://en.wiktionary.org/wiki/abakahan,wiktionary,
abakan,abakan,noun,a small fish of a reddish color,,,https://en.wiktionary.org/wiki/abakan,wiktionary,
abaniko,abaniko,noun,hand fan,,,https://en.wiktionary.org/wiki/abaniko,wiktionary,
abano,abano,noun,a Havana cigar,,,https://en.wiktionary.org/wiki/abano,wiktionary,
abas,abas,noun,A cutaneous disease; the scald-head. porrigo,,,https://en.wiktionary.org/wiki/abas,wiktionary,
abelyana,abelyana,noun,"brown, hazel",,,https://en.wiktionary.org/wiki/abelyana,wiktionary,
abi-abi,abi-abi,noun,greeting; salutation,,,https://en.wiktionary.org/wiki/abi-abi,wiktionary,
abian,abian,noun,"underway, running",,,https://en.wiktionary.org/wiki/abian,wiktionary,
abilay,abilay,noun,beef jerky,,,https://en.wiktionary.org/wiki/abilay,wiktionary,
abilidad,abilidad,noun,ability; capability,,,https://en.wiktionary.org/wiki/abilidad,wiktionary,
abiogan,abiogan,noun,archaic spelling of abyogan,,,https://en.wiktionary.org/wiki/abiogan,wiktionary,
abir,abir,noun,(India) An aromatic red powder that is used during the Holi festival.[1],,,https://en.wiktionary.org/wiki/abir,wiktionary,
abiso,abiso,noun,advisory; announcement; notice; warning,,,https://en.wiktionary.org/wiki/abiso,wiktionary,
ablang,ablang,noun,"breadth, width",,,https://en.wiktionary.org/wiki/ablang,wiktionary,
ablaw,ablaw,noun,"friendly, sociable",,,https://en.wiktionary.org/wiki/ablaw,wiktionary,
ablay,ablay,noun,shawl,,,https://en.wiktionary.org/wiki/ablay,wiktionary,
abogado,abogado,noun,Counsel; advisor; councilor; barrister.,,,https://en.wiktionary.org/wiki/abogado,wiktionary,
abohan,abohan,noun,a dirty kitchen,,,https://en.wiktionary.org/wiki/abohan,wiktionary,
abokado,abokado,noun,avocado,,,https://en.wiktionary.org/wiki/abokado,wiktionary,
abono,abono,noun,second-person singular imperative of abonoj,,,https://en.wiktionary.org/wiki/abono,wiktionary,
abongho,abongho,noun,"anger, exasperation",,,https://en.wiktionary.org/wiki/abongho,wiktionary,
aborto,aborto,noun,"abortion, miscarriage",,,https://en.wiktionary.org/wiki/aborto,wiktionary,
aboy-aboy,aboy-aboy,noun,diminutive of abóy,,,https://en.wiktionary.org/wiki/aboy-aboy,wiktionary,
abrigana,abrigana,noun,apéritif,,,https://en.wiktionary.org/wiki/abrigana,wiktionary,
abrigo,abrigo,noun,(Southern) overcoat,,,https://en.wiktionary.org/wiki/abrigo,wiktionary,
abrilatas,abrilatas,noun,can opener,,,https://en.wiktionary.org/wiki/abrilatas,wiktionary,
absolusyon,absolusyon,noun,(law) acquittal,,,https://en.wiktionary.org/wiki/absolusyon,wiktionary,
absurdo,absurdo,noun,absurd,,,https://en.wiktionary.org/wiki/absurdo,wiktionary,
